name,website,term,count,time,term_snippets
homedepot,https://corporate.homedepot.com/newsroom/covid-19-update-how-home-depot-preparing-and-responding,delivery option,1,2020-09-02T02:49:51," as an extension of our buy online, pickup in-store option, which is still available--sep--expanding delivery options on orders made at homedepot.com --sep--extended our return policy from 90 days to 180 days and "
homedepot,https://corporate.homedepot.com/newsroom/covid-19-update-how-home-depot-preparing-and-responding,facial covering,1,2020-09-02T02:49:51, to wear non-medical face masks in stores; home depot associates are required to wear a mask or facial covering in all home depot locations and facilities--sep--distributing thermometers to associates in stores 
homedepot,https://corporate.homedepot.com/newsroom/covid-19-update-how-home-depot-preparing-and-responding,facial cover,1,2020-09-02T02:49:51, to wear non-medical face masks in stores; home depot associates are required to wear a mask or facial covering in all home depot locations and facilities--sep--distributing thermometers to associates in 
homedepot,https://corporate.homedepot.com/newsroom/covid-19-update-how-home-depot-preparing-and-responding,keeping stores open,1,2020-09-02T02:49:51," home depot is an essential retailer to the communities we serve, and we’re committed to keeping stores open just as we always do during times of crisis and natural disaster. homeowners and businesses depend "
homedepot,https://corporate.homedepot.com/newsroom/covid-19-update-how-home-depot-preparing-and-responding,limiting the number of customers,1,2020-09-02T02:49:51, stores early to allow more time for sanitization and restocking--sep--limiting the number of customers allowed into stores at one time --sep--eliminated major promotions to avoid driving high levels of 
homedepot,https://corporate.homedepot.com/newsroom/covid-19-update-how-home-depot-preparing-and-responding,personal protective equipment,1,2020-09-02T02:49:51," as soon as hospitals made the public aware of shortages--sep--donating millions of dollars in personal protective equipment (ppe) and other products to hospitals, healthcare providers and first responders--sep--prioritizing "
homedepot,https://corporate.homedepot.com/newsroom/covid-19-update-how-home-depot-preparing-and-responding,ppe,1,2020-09-02T02:49:51," the public aware of shortages--sep--donating millions of dollars in personal protective equipment (ppe) and other products to hospitals, healthcare providers and first responders--sep--prioritizing "
homedepot,https://corporate.homedepot.com/newsroom/covid-19-update-how-home-depot-preparing-and-responding,sanitize,1,2020-09-02T02:49:51," actions including washing hands often, disinfecting frequently touched objects, and carrying hand sanitizer--sep-- --sep--expanded benefits for associates  --sep--we’ve supported associates with $850 "
homedepot,https://corporate.homedepot.com/newsroom/covid-19-update-how-home-depot-preparing-and-responding,hand sanitizer,1,2020-09-02T02:49:51," actions including washing hands often, disinfecting frequently touched objects, and carrying hand sanitizer--sep-- --sep--expanded benefits for associates  --sep--we’ve supported associates with $850 million "
homedepot,https://corporate.homedepot.com/newsroom/covid-19-update-how-home-depot-preparing-and-responding,disinfect,1,2020-09-02T02:49:51," and home services associates to follow everyday preventive actions including washing hands often, disinfecting frequently touched objects, and carrying hand sanitizer--sep-- --sep--expanded benefits for "
homedepot,https://corporate.homedepot.com/newsroom/covid-19-update-how-home-depot-preparing-and-responding,disinfecting,1,2020-09-02T02:49:51," and home services associates to follow everyday preventive actions including washing hands often, disinfecting frequently touched objects, and carrying hand sanitizer--sep-- --sep--expanded benefits for "
homedepot,https://corporate.homedepot.com/newsroom/covid-19-update-how-home-depot-preparing-and-responding,supply chain,1,2020-09-02T02:49:51, healthcare providers and first responders --sep--marshalling the resources of our merchandising and supply chain teams to globally source quality products and expedite the availability of needed 
homedepot,https://corporate.homedepot.com/newsroom/covid-19-update-how-home-depot-preparing-and-responding,virus,1,2020-09-02T02:49:51," the situation around the 2019 novel coronavirus (covid-19) continues to develop, our paramount concern has been for the health and safety of our "
homedepot,https://corporate.homedepot.com/newsroom/covid-19-update-how-home-depot-preparing-and-responding,return policy,2,2020-09-02T02:49:51," them to perform health checks before reporting to work--sep-- --sep--deliveries, installations & return policy:  --sep--to best serve our customers during this time, we’ve done the following:--sep--expanding 
 available--sep--expanding delivery options on orders made at homedepot.com --sep--extended our return policy from 90 days to 180 days and asking customers to refrain from returning product to our stores at "
homedepot,https://corporate.homedepot.com/newsroom/covid-19-update-how-home-depot-preparing-and-responding,washing hands,1,2020-09-02T02:49:51," all delivery and home services associates to follow everyday preventive actions including washing hands often, disinfecting frequently touched objects, and carrying hand sanitizer--sep-- --sep--expanded "
homedepot,https://corporate.homedepot.com/newsroom/covid-19-update-how-home-depot-preparing-and-responding,signage,1,2020-09-02T02:49:51," social and physical distancing practices in stores by marking floors, adding signage and plexiglass shields to help customers and associates maintain safe distances--sep--provided "
homedepot,https://corporate.homedepot.com/newsroom/covid-19-update-how-home-depot-preparing-and-responding,require,2,2020-09-02T02:49:51," associates and customers to wear non-medical face masks in stores; home depot associates are required to wear a mask or facial covering in all home depot locations and facilities--sep--distributing 
 covid-19 until released by a doctor --sep--providing up to 14 days paid time off for any associate required to be quarantined by a public health authority or the cdc --sep--providing additional bonuses to "
homedepot,https://corporate.homedepot.com/newsroom/covid-19-update-how-home-depot-preparing-and-responding,requiring,1,2020-09-02T02:49:51, maintain safe distances--sep--provided non-medical face coverings and gloves to associates--sep--requiring associates and customers to wear non-medical face masks in stores; home depot associates are 
homedepot,https://corporate.homedepot.com/newsroom/covid-19-update-how-home-depot-preparing-and-responding,shortage,1,2020-09-02T02:49:51," hospitals, healthcare providers and first responders as soon as hospitals made the public aware of shortages--sep--donating millions of dollars in personal protective equipment (ppe) and other products to "
homedepot,https://corporate.homedepot.com/newsroom/covid-19-update-how-home-depot-preparing-and-responding,paid time off,6,2020-09-02T02:49:51," they may be facing as a result of covid-19. to-date, the home depot has:--sep--added 80 hours of paid time off for all full-time hourly associates and 40 hours of paid time off for part-time hourly associates 
 who are 65 years of age or older, or determined to be at higher risk by the cdc, added 240 hours of paid time off for full-time hourly associates and 120 hours of paid time off for part-time hourly associates to 
 used at their discretion at any time in 2020 and paid out if not used--sep--providing paid time off for any associate who has contracted covid-19 until released by a doctor --sep--providing up to 14 
 paid time off for any associate required to be quarantined by a public health authority or the "
homedepot,https://corporate.homedepot.com/newsroom/covid-19-update-how-home-depot-preparing-and-responding,quarantine,1,2020-09-02T02:49:51, released by a doctor --sep--providing up to 14 days paid time off for any associate required to be quarantined by a public health authority or the cdc --sep--providing additional bonuses to hourly associates 
homedepot,https://corporate.homedepot.com/newsroom/covid-19-update-how-home-depot-preparing-and-responding,bonus,1,2020-09-02T02:49:51, required to be quarantined by a public health authority or the cdc --sep--providing additional bonuses to hourly associates in stores and distribution centers -- $100 per week for full-time hourly 
homedepot,https://corporate.homedepot.com/newsroom/covid-19-update-how-home-depot-preparing-and-responding,high demand,1,2020-09-02T02:49:51," our support:--sep--months ago, voluntarily froze pricing nationwide across product categories in high demand due to covid-19--sep--executed a “stop-sale” on all n95 masks in stores and homedepot.com and "
homedepot,https://corporate.homedepot.com/newsroom/covid-19-update-how-home-depot-preparing-and-responding,public health,1,2020-09-02T02:49:51, up to 14 days paid time off for any associate required to be quarantined by a public health authority or the cdc --sep--providing additional bonuses to hourly associates in stores and 
homedepot,https://corporate.homedepot.com/newsroom/covid-19-update-how-home-depot-preparing-and-responding,sanitizer,1,2020-09-02T02:49:51," actions including washing hands often, disinfecting frequently touched objects, and carrying hand sanitizer--sep-- --sep--expanded benefits for associates  --sep--we’ve supported associates with $850 million "
homedepot,https://corporate.homedepot.com/newsroom/covid-19-update-how-home-depot-preparing-and-responding,delivery ,3,2020-09-02T02:49:51," as an extension of our buy online, pickup in-store option, which is still available--sep--expanding delivery options on orders made at homedepot.com --sep--extended our return policy from 90 days to 180 days 
 and installations to those that are essential for maintenance and repair needs --sep--advising all delivery and home services associates to follow everyday preventive actions including washing hands often, "
homedepot,https://corporate.homedepot.com/newsroom/covid-19-update-how-home-depot-preparing-and-responding,masks,2,2020-09-02T02:49:51," and gloves to associates--sep--requiring associates and customers to wear non-medical face masks in stores; home depot associates are required to wear a mask or facial covering in all home depot 
 across product categories in high demand due to covid-19--sep--executed a “stop-sale” on all n95 masks in stores and homedepot.com and redirected all shipments to be donated to hospitals, healthcare "
homedepot,https://corporate.homedepot.com/newsroom/covid-19-update-how-home-depot-preparing-and-responding,signage ,1,2020-09-02T02:49:51," social and physical distancing practices in stores by marking floors, adding signage and plexiglass shields to help customers and associates maintain safe distances--sep--provided "
homedepot,https://corporate.homedepot.com/newsroom/covid-19-update-how-home-depot-preparing-and-responding,health and safety,1,2020-09-02T02:49:51," the 2019 novel coronavirus (covid-19) continues to develop, our paramount concern has been for the health and safety of our customers and associates.  --sep--the home depot is an essential retailer to the communities "
homedepot,https://corporate.homedepot.com/newsroom/covid-19-update-how-home-depot-preparing-and-responding,n95 masks,1,2020-09-02T02:49:51," across product categories in high demand due to covid-19--sep--executed a “stop-sale” on all n95 masks in stores and homedepot.com and redirected all shipments to be donated to hospitals, healthcare "
homedepot,https://corporate.homedepot.com/newsroom/covid-19-update-how-home-depot-preparing-and-responding,quarantine,1,2020-09-02T02:49:51, released by a doctor --sep--providing up to 14 days paid time off for any associate required to be quarantined by a public health authority or the cdc --sep--providing additional bonuses to hourly associates 
homedepot,https://corporate.homedepot.com/newsroom/covid-19-update-how-home-depot-preparing-and-responding,gloves,1,2020-09-02T02:49:51, help customers and associates maintain safe distances--sep--provided non-medical face coverings and gloves to associates--sep--requiring associates and customers to wear non-medical face masks in stores; 
homedepot,https://corporate.homedepot.com/newsroom/covid-19-update-how-home-depot-preparing-and-responding,temporary changes,1,2020-09-02T02:49:51," repairs, and harsh weather items like tarps, propane and batteries.--sep--we’ve made several temporary changes to our business as we look out for your safety and the safety of our associates. --sep--safety "
homedepot,https://corporate.homedepot.com/newsroom/covid-19-update-how-home-depot-preparing-and-responding,bonus,1,2020-09-02T02:49:51, required to be quarantined by a public health authority or the cdc --sep--providing additional bonuses to hourly associates in stores and distribution centers -- $100 per week for full-time hourly 
homedepot,https://corporate.homedepot.com/newsroom/covid-19-update-how-home-depot-preparing-and-responding,high,3,2020-09-02T02:49:51," of customers allowed into stores at one time --sep--eliminated major promotions to avoid driving high levels of traffic to stores --sep--promoting social and physical distancing practices in stores by 
 paid out if not used--sep--for associates who are 65 years of age or older, or determined to be at higher risk by the cdc, added 240 hours of paid time off for full-time hourly associates and 120 hours 
 our support:--sep--months ago, voluntarily froze pricing nationwide across product categories in high demand due to covid-19--sep--executed a “stop-sale” on all n95 masks in stores and homedepot.com "
homedepot,https://corporate.homedepot.com/newsroom/covid-19-update-how-home-depot-preparing-and-responding,test,1,2020-09-02T02:49:51,        keep up with all the latest home depot news! --sep--subscribe--sep-- to our bi-weekly news update and get the top built from 
homedepot,https://corporate.homedepot.com/newsroom/covid-19-update-how-home-depot-preparing-and-responding,signage,1,2020-09-02T02:49:51," social and physical distancing practices in stores by marking floors, adding signage and plexiglass shields to help customers and associates maintain safe distances--sep--provided "
homedepot,https://corporate.homedepot.com/newsroom/covid-19-update-how-home-depot-preparing-and-responding,hand sanitizer,1,2020-09-02T02:49:51," actions including washing hands often, disinfecting frequently touched objects, and carrying hand sanitizer--sep-- --sep--expanded benefits for associates  --sep--we’ve supported associates with $850 million "
homedepot,https://corporate.homedepot.com/newsroom/covid-19-update-how-home-depot-preparing-and-responding,coronavirus,1,2020-09-02T02:49:51," the situation around the 2019 novel coronavirus (covid-19) continues to develop, our paramount concern has been for the health and safety of our "
homedepot,https://corporate.homedepot.com/newsroom/covid-19-update-how-home-depot-preparing-and-responding,shields,1,2020-09-02T02:49:51," social and physical distancing practices in stores by marking floors, adding signage and plexiglass shields to help customers and associates maintain safe distances--sep--provided non-medical face coverings "
homedepot,https://corporate.homedepot.com/newsroom/covid-19-update-how-home-depot-preparing-and-responding,face coverings,1,2020-09-02T02:49:51, shields to help customers and associates maintain safe distances--sep--provided non-medical face coverings and gloves to associates--sep--requiring associates and customers to wear non-medical face masks in 
homedepot,https://corporate.homedepot.com/newsroom/covid-19-update-how-home-depot-preparing-and-responding,first responders,5,2020-09-02T02:49:51," and homedepot.com and redirected all shipments to be donated to hospitals, healthcare providers and first responders as soon as hospitals made the public aware of shortages--sep--donating millions of dollars in 
 protective equipment (ppe) and other products to hospitals, healthcare providers and first responders--sep--prioritizing order fulfillment for hospitals, healthcare providers and first 
 “first responders” play essential role following 
 “first responders” play essential role following "
homedepot,https://corporate.homedepot.com/newsroom/covid-19-update-how-home-depot-preparing-and-responding,customer,9,2020-09-02T02:49:51," (covid-19) continues to develop, our paramount concern has been for the health and safety of our customers and associates.  --sep--the home depot is an essential retailer to the communities we serve, and 
 measures:  --sep--we've put several measures in place for the safety of our customers and associates, including:--sep--closing stores early to allow more time for sanitization and 
 the number of customers allowed into stores at one time --sep--eliminated major promotions to avoid driving high levels of 
 distancing practices in stores by marking floors, adding signage and plexiglass shields to help customers and associates maintain safe distances--sep--provided non-medical face coverings and gloves to 
 associates and customers to wear non-medical face masks in stores; home depot associates are required to wear a mask or 
 to work--sep-- --sep--deliveries, installations & return policy:  --sep--to best serve our customers during this time, we’ve done the following:--sep--expanding free curbside order pickup to most 
 orders made at homedepot.com --sep--extended our return policy from 90 days to 180 days and asking customers to refrain from returning product to our stores at this time, if possible--sep--limiting services 
 of needed items--sep-- --sep--if you have questions about a delivery, online order or other customer concern, please visit --sep--our help and customer service "
homedepot,https://corporate.homedepot.com/newsroom/covid-19-update-how-home-depot-preparing-and-responding,training,1,2020-09-02T02:49:51, investors--sep--foundation--sep--serving veterans--sep--disaster relief--sep--trades training--sep--grants--sep--responsibility--sep--2020 responsibility report--sep--targets & 
costco,https://www.costco.com/covid-updates.html,NaN,NaN,2020-09-01T01:13:40,NaN
costco,https://www.costco.com/covid-updates.html,executive order,1,2020-09-01T01:13:40, must provide written documentation by a medical provider or the state of connecticut as required by executive order 
costco,https://www.costco.com/covid-updates.html,regulations,2,2020-09-01T01:13:40, only essential items. items deemed non-essential may be purchased at costco.com. adhering to these regulations requires that costco not sell normally available items or categories at its locations. this could 
costco,https://www.costco.com/covid-updates.html,guidance,1,2020-09-01T01:13:40,
costco,https://www.costco.com/covid-updates.html,health,17,2020-09-01T01:13:40," pressure & health 
 health 
 is firmly committed to helping protect the health and safety of our members and employees, and to serving our communities. we are closely monitoring 
 changing situation, and complying with public health 
 access for healthcare workers and first 
 allowing priority access to our warehouses during all open hours for costco members who are healthcare workers and first responders such as police officers, emts and firefighters. healthcare workers 
 --sep-- the massachusetts boards of health have instructed all massachusetts locations that healthcare workers and first responders are not allowed to enter during senior shopping hours. we "
costco,https://www.costco.com/covid-updates.html,safety,4,2020-09-01T01:13:40," wear & safety 
 is firmly committed to helping protect the health and safety of our members and employees, and to serving our communities. we are closely monitoring the "
costco,https://www.costco.com/covid-updates.html,social distancing,4,2020-09-01T01:13:40," use of a face covering should not be seen as a substitute for social distancing. please continue to observe rules regarding appropriate distancing while on costco premises.  thank 
 help limit personal contact and create more space for social distancing, costco has reduced service in some departments. at some locations, there will be limited or no 
 to minimize risk to our members and our employees. we respectfully ask our members to use social distancing guidelines while shopping in our warehouses by allowing at least 6 feet of space between each "
costco,https://www.costco.com/covid-updates.html,distancing,5,2020-09-01T01:13:40," use of a face covering should not be seen as a substitute for social distancing. please continue to observe rules regarding appropriate distancing while on costco premises.  thank 
 help limit personal contact and create more space for social distancing, costco has reduced service in some departments. at some locations, there will be limited or no 
 to minimize risk to our members and our employees. we respectfully ask our members to use social distancing guidelines while shopping in our warehouses by allowing at least 6 feet of space between each "
costco,https://www.costco.com/covid-updates.html,mask,3,2020-09-01T01:13:40," illinois--sep-- and other locations where masks are required by local ordinances, all members and guests must wear a mask or face covering upon 
 for members who are unable to wear a mask or face covering, costco has delivery options available on "
costco,https://www.costco.com/covid-updates.html,face covering,8,2020-09-01T01:13:40," statement regarding face coverings for 
 protect our members and employees, all costco members and guests must wear a face covering that covers their mouth and nose at all times while at costco. this requirement does not apply to 
 under the age of 2 or to individuals who are unable to wear a face covering due to a medical 
 connecticut:--sep-- anyone who is unable to wear a face covering because of a medical condition must provide written documentation by a medical provider or the 
 locations where masks are required by local ordinances, all members and guests must wear a mask or face covering upon entry. for members who are unable to wear a mask or face covering, costco has delivery options 
 use of a face covering should not be seen as a substitute for social distancing. please continue to observe rules "
costco,https://www.costco.com/covid-updates.html,covid,5,2020-09-01T01:13:40," more about important --sep--covid--sep-- and --sep--customer service call center--sep-- 
 operating hours from --sep--9 to 10 a.m.--sep--, monday through friday. due to the increase in covid-19 cases, costco will maintain current special operating hours until further notice.  "
costco,https://www.costco.com/covid-updates.html,covid-19,1,2020-09-01T01:13:40," operating hours from --sep--9 to 10 a.m.--sep--, monday through friday. due to the increase in covid-19 cases, costco will maintain current special operating hours until further notice.  "
costco,https://www.costco.com/covid-updates.html,cdc,2,2020-09-01T01:13:40," is following cdc recommendations to minimize risk to our members and our employees. we respectfully ask our members 
 more information, --sep--visit the cdc "
costco,https://www.costco.com/covid-updates.html,delivery option,1,2020-09-01T01:13:40," or face covering upon entry. for members who are unable to wear a mask or face covering, costco has delivery options available on "
costco,https://www.costco.com/covid-updates.html,mandate,2,2020-09-01T01:13:40," person--sep-- to enter the warehouse with each membership card, in accordance with local government mandates. 
 prohibited by local mandates, costco is allowing members to use their own reusable shopping bags as long as they pack the bags "
costco,https://www.costco.com/covid-updates.html,ppe,4,2020-09-01T01:13:40," science 14"" copper infused memory foam "
costco,https://www.costco.com/covid-updates.html,supply chain,1,2020-09-01T01:13:40,
costco,https://www.costco.com/covid-updates.html,virus,1,2020-09-01T01:13:40, and coronavirus 
costco,https://www.costco.com/covid-updates.html,limitation,2,2020-09-01T01:13:40," at the hearing aid department, costco optical, the floral department and the jewelry department. limitations vary by location. costco members may continue to shop for some of these items at "
costco,https://www.costco.com/covid-updates.html,6 feet,1,2020-09-01T01:13:40, members to use social distancing guidelines while shopping in our warehouses by allowing at least 6 feet of space between each 
costco,https://www.costco.com/covid-updates.html,require,5,2020-09-01T01:13:40," must wear a face covering that covers their mouth and nose at all times while at costco. this requirement does not apply to children under the age of 2 or to individuals who are unable to wear a face 
 condition must provide written documentation by a medical provider or the state of connecticut as required by executive order 
 illinois--sep-- and other locations where masks are required by local ordinances, all members and guests must wear a mask or face covering upon entry. for 
 items. items deemed non-essential may be purchased at costco.com. adhering to these regulations requires that costco not sell normally available items or categories at its locations. this could affect "
costco,https://www.costco.com/covid-updates.html,requirements,1,2020-09-01T01:13:40,
costco,https://www.costco.com/covid-updates.html,high demand,1,2020-09-01T01:13:40," merchandise they want and need. our buyers and suppliers are working hard to provide essential, high demand merchandise as well as everyday "
costco,https://www.costco.com/covid-updates.html,public health,1,2020-09-01T01:13:40," to serving our communities. we are closely monitoring the changing situation, and complying with public health "
costco,https://www.costco.com/covid-updates.html,local ordinance,1,2020-09-01T01:13:40," illinois--sep-- and other locations where masks are required by local ordinances, all members and guests must wear a mask or face covering upon entry. for members who are unable "
costco,https://www.costco.com/covid-updates.html,tissue,1,2020-09-01T01:13:40,
costco,https://www.costco.com/covid-updates.html,delivery ,12,2020-09-01T01:13:40," delivery zip 
 or face covering upon entry. for members who are unable to wear a mask or face covering, costco has delivery options available on "
costco,https://www.costco.com/covid-updates.html,ventilation ,1,2020-09-01T01:13:40,
costco,https://www.costco.com/covid-updates.html,masks,1,2020-09-01T01:13:40," illinois--sep-- and other locations where masks are required by local ordinances, all members and guests must wear a mask or face covering upon "
costco,https://www.costco.com/covid-updates.html,signs,2,2020-09-01T01:13:40,
costco,https://www.costco.com/covid-updates.html,product limitations,1,2020-09-01T01:13:40,
costco,https://www.costco.com/covid-updates.html,reusable shopping bags,2,2020-09-01T01:13:40," prohibited by local mandates, costco is allowing members to use their own reusable shopping bags as long as they pack the bags themselves. "
costco,https://www.costco.com/covid-updates.html,health and safety,1,2020-09-01T01:13:40," is firmly committed to helping protect the health and safety of our members and employees, and to serving our communities. we are closely monitoring the "
costco,https://www.costco.com/covid-updates.html,priority,3,2020-09-01T01:13:40," is temporarily allowing priority access to our warehouses during all open hours for costco members who are healthcare workers and 
 the front of any line to enter the warehouse. only members who meet this criteria will be allowed priority "
costco,https://www.costco.com/covid-updates.html,gloves,1,2020-09-01T01:13:40, gloves & 
costco,https://www.costco.com/covid-updates.html,cleaning supplies,2,2020-09-01T01:13:40,
costco,https://www.costco.com/covid-updates.html,employees,5,2020-09-01T01:13:40," is firmly committed to helping protect the health and safety of our members and employees, and to serving our communities. we are closely monitoring the changing situation, and complying 
 officers, emts and firefighters. healthcare workers (which includes pharmacists and all hospital employees with a hospital id) and first responders who present a costco membership card and official 
 protect our members and employees, all costco members and guests must wear a face covering that covers their mouth and nose at all 
 orders are only available for takeout & seating is not available. please ask costco food court employees for available 
 is following cdc recommendations to minimize risk to our members and our employees. we respectfully ask our members to use social distancing guidelines while shopping in our "
costco,https://www.costco.com/covid-updates.html,high,2,2020-09-01T01:13:40," merchandise they want and need. our buyers and suppliers are working hard to provide essential, high demand merchandise as well as everyday "
costco,https://www.costco.com/covid-updates.html,test,1,2020-09-01T01:13:40,
costco,https://www.costco.com/covid-updates.html,increase,1,2020-09-01T01:13:40," open for special operating hours from --sep--9 to 10 a.m.--sep--, monday through friday. due to the increase in covid-19 cases, costco will maintain current special operating hours until further notice.  "
costco,https://www.costco.com/covid-updates.html,signs,2,2020-09-01T01:13:40,
costco,https://www.costco.com/covid-updates.html,coronavirus,1,2020-09-01T01:13:40, and coronavirus 
costco,https://www.costco.com/covid-updates.html,ventilation,1,2020-09-01T01:13:40,
costco,https://www.costco.com/covid-updates.html,face coverings,1,2020-09-01T01:13:40, statement regarding face coverings for 
costco,https://www.costco.com/covid-updates.html,response,2,2020-09-01T01:13:40, response performance gray cove plush or firm 
costco,https://www.costco.com/covid-updates.html,mandate ,2,2020-09-01T01:13:40,
costco,https://www.costco.com/covid-updates.html,for those with disabilities,1,2020-09-01T01:13:40," operating hours are for those ages 60 and older, and for those with disabilities or who are immunocompromised. only members who meet this criteria will be able to shop during these "
costco,https://www.costco.com/covid-updates.html,immunocompromised,1,2020-09-01T01:13:40," operating hours are for those ages 60 and older, and for those with disabilities or who are immunocompromised. only members who meet this criteria will be able to shop during these hours. guests will not be "
costco,https://www.costco.com/covid-updates.html,healthcare workers,4,2020-09-01T01:13:40," access for healthcare workers and first 
 allowing priority access to our warehouses during all open hours for costco members who are healthcare workers and first responders such as police officers, emts and firefighters. healthcare workers (which 
 --sep-- the massachusetts boards of health have instructed all massachusetts locations that healthcare workers and first responders are not allowed to enter during senior shopping hours. we apologize for the "
costco,https://www.costco.com/covid-updates.html,first responders,4,2020-09-01T01:13:40," access to our warehouses during all open hours for costco members who are healthcare workers and first responders such as police officers, emts and firefighters. healthcare workers (which includes pharmacists and 
 hospital employees with a hospital id) and first responders who present a costco membership card and official identification of their role, will be allowed to 
 boards of health have instructed all massachusetts locations that healthcare workers and first responders are not allowed to enter during senior shopping hours. we apologize for the "
costco,https://www.costco.com/covid-updates.html,carts,4,2020-09-01T01:13:40," carts & 
 carts & "
costco,https://www.costco.com/covid-updates.html,guidelines,1,2020-09-01T01:13:40, risk to our members and our employees. we respectfully ask our members to use social distancing guidelines while shopping in our warehouses by allowing at least 6 feet of space between each 
costco,https://www.costco.com/covid-updates.html,customer,6,2020-09-01T01:13:40," more about important --sep--covid--sep-- and --sep--customer service call center--sep-- 
 customer "
costco,https://www.costco.com/covid-updates.html,training,2,2020-09-01T01:13:40," diapers, wipes & training "
costco,https://www.costco.com/covid-updates.html,NaN,NaN,2020-09-06T06:00:55,NaN
costco,https://www.costco.com/covid-updates.html,executive order,1,2020-09-06T06:00:55, must provide written documentation by a medical provider or the state of connecticut as required by executive order 
costco,https://www.costco.com/covid-updates.html,regulations,2,2020-09-06T06:00:55, only essential items. items deemed non-essential may be purchased at costco.com. adhering to these regulations requires that costco not sell normally available items or categories at its locations. this could 
costco,https://www.costco.com/covid-updates.html,guidance,1,2020-09-06T06:00:55,
costco,https://www.costco.com/covid-updates.html,health,18,2020-09-06T06:00:55," pressure & health 
 health 
 health 
 is firmly committed to helping protect the health and safety of our members and employees, and to serving our communities. we are closely monitoring 
 changing situation, and complying with public health 
 access for healthcare workers and first 
 allowing priority access to our warehouses during all open hours for costco members who are healthcare workers and first responders such as police officers, emts and firefighters. healthcare workers 
 --sep-- the massachusetts boards of health have instructed all massachusetts locations that healthcare workers and first responders are not allowed to enter during senior shopping hours. we "
costco,https://www.costco.com/covid-updates.html,safety,4,2020-09-06T06:00:55," wear & safety 
 is firmly committed to helping protect the health and safety of our members and employees, and to serving our communities. we are closely monitoring the "
costco,https://www.costco.com/covid-updates.html,social distancing,4,2020-09-06T06:00:55," use of a face covering should not be seen as a substitute for social distancing. please continue to observe rules regarding appropriate distancing while on costco premises. for 
 help limit personal contact and create more space for social distancing, costco has reduced service in some departments. at some locations, there will be limited or no 
 to minimize risk to our members and our employees. we respectfully ask our members to use social distancing guidelines while shopping in our warehouses by allowing at least 6 feet of space between each "
costco,https://www.costco.com/covid-updates.html,distancing,5,2020-09-06T06:00:55," use of a face covering should not be seen as a substitute for social distancing. please continue to observe rules regarding appropriate distancing while on costco premises. for 
 help limit personal contact and create more space for social distancing, costco has reduced service in some departments. at some locations, there will be limited or no 
 to minimize risk to our members and our employees. we respectfully ask our members to use social distancing guidelines while shopping in our warehouses by allowing at least 6 feet of space between each "
costco,https://www.costco.com/covid-updates.html,mask,5,2020-09-06T06:00:55," illinois--sep-- and other locations where masks are required by local ordinances, all members and guests must wear a mask or face covering upon 
 south st. louis and manchester, missouri--sep-- masks or face coverings are required by local ordinances. all members and guests must wear a mask or 
 regarding appropriate distancing while on costco premises. for members who are unable to wear a mask or face covering, costco has delivery options available on costco.com. thank you for your "
costco,https://www.costco.com/covid-updates.html,face covering,10,2020-09-06T06:00:55," statement regarding face coverings for 
 protect our members and employees, all costco members and guests must wear a face covering that covers their mouth and nose at all times while at costco. this requirement does not apply to 
 under the age of 2 or to individuals who are unable to wear a face covering due to a medical 
 connecticut:--sep-- anyone who is unable to wear a face covering because of a medical condition must provide written documentation by a medical provider or the 
 locations where masks are required by local ordinances, all members and guests must wear a mask or face covering upon 
 south st. louis and manchester, missouri--sep-- masks or face coverings are required by local ordinances. all members and guests must wear a mask or face covering upon 
 use of a face covering should not be seen as a substitute for social distancing. please continue to observe rules 
 appropriate distancing while on costco premises. for members who are unable to wear a mask or face covering, costco has delivery options available on costco.com. thank you for your understanding and "
costco,https://www.costco.com/covid-updates.html,covid,4,2020-09-06T06:00:55," more about important --sep--covid--sep-- and --sep--customer service call center--sep-- 
 operating hours from --sep--9 to 10 a.m.--sep--, monday through friday. due to the increase in covid-19 cases, costco will maintain current special operating hours until further notice.  "
costco,https://www.costco.com/covid-updates.html,covid-19,1,2020-09-06T06:00:55," operating hours from --sep--9 to 10 a.m.--sep--, monday through friday. due to the increase in covid-19 cases, costco will maintain current special operating hours until further notice.  "
costco,https://www.costco.com/covid-updates.html,cdc,2,2020-09-06T06:00:55," is following cdc recommendations to minimize risk to our members and our employees. we respectfully ask our members 
 more information, --sep--visit the cdc "
costco,https://www.costco.com/covid-updates.html,delivery option,1,2020-09-06T06:00:55," while on costco premises. for members who are unable to wear a mask or face covering, costco has delivery options available on costco.com. thank you for your understanding and "
costco,https://www.costco.com/covid-updates.html,mandate,2,2020-09-06T06:00:55," person--sep-- to enter the warehouse with each membership card, in accordance with local government mandates. 
 prohibited by local mandates, costco is allowing members to use their own reusable shopping bags as long as they pack the bags "
costco,https://www.costco.com/covid-updates.html,ppe,4,2020-09-06T06:00:55," science 14"" copper infused memory foam "
costco,https://www.costco.com/covid-updates.html,hygiene ,1,2020-09-06T06:00:55,
costco,https://www.costco.com/covid-updates.html,virus,1,2020-09-06T06:00:55, and coronavirus 
costco,https://www.costco.com/covid-updates.html,limitation,2,2020-09-06T06:00:55," at the hearing aid department, costco optical, the floral department and the jewelry department. limitations vary by location. costco members may continue to shop for some of these items at "
costco,https://www.costco.com/covid-updates.html,6 feet,1,2020-09-06T06:00:55, members to use social distancing guidelines while shopping in our warehouses by allowing at least 6 feet of space between each 
